payment_id,order_id,payment_date,payment_method,payment_status,amount_paid,transaction_fee,refund_amount
PAY1043736,ORD1043736,4/9/2024,Wallet,Success,11431.35,57.16,0
PAY1043737,ORD1043737,6/23/2023,UPI,Success,,0,
PAY1043738,ORD1043738,12/31/2025,,Success,1428,0,0
PAY1043739,ORD1043739,6/30/2025,Net Banking,Success,8505.32,,0
PAY1043740,ORD1043740,12/28/2025,EMI,Success,1670.76,25.06,0
PAY1043741,ORD1043741,,,,10214.19,0,0
PAY1043742,ORD1043742,,UPI,Success,,,
PAY1043743,ORD1043743,12/1/2025,Net Banking,Success,2649.99,0,0
PAY1043744,ORD1043744,8/19/2024,,Success,10403.72,52.02,
PAY1043745,ORD1043745,6/22/2025,,Refunded,47238.03,0,47238.03
PAY1043746,ORD1043746,,Debit Card,Success,16939.65,0,0
PAY1043747,ORD1043747,,,Success,25288.51,126.44,0
PAY1043748,ORD1043748,4/18/2025,,Success,4382.49,0,0
PAY1043749,ORD1043749,3/7/2023,,Success,1422.54,0,0
PAY1043750,ORD1043750,1/3/2024,Credit Card,Success,,89.68,0
PAY1043751,ORD1043751,11/7/2023,,Refunded,7120.89,0,7120.89
PAY1043752,ORD1043752,3/12/2023,UPI,Failed,0,0,0
PAY1043753,ORD1043753,,,Success,,0,0
PAY1043754,ORD1043754,,Debit Card,Refunded,1911,0,1911
PAY1043755,ORD1043755,,,Failed,0,0,0
PAY1043756,ORD1043756,6/26/2024,,Failed,,0,0
PAY1043757,ORD1043757,11/14/2023,UPI,Failed,0,0,0
PAY1043758,ORD1043758,8/12/2025,,Not Charged,0,0,0
PAY1043759,ORD1043759,12/2/2023,UPI,Refunded,,0,19119.98
PAY1043760,ORD1043760,11/3/2025,Debit Card,,294953.4,0,0
PAY1043761,ORD1043761,4/8/2023,Net Banking,Success,38326.89,0,
PAY1043762,ORD1043762,5/25/2023,Credit Card,Refunded,5718.3,85.77,5718.3
PAY1043763,ORD1043763,12/9/2025,,Success,842.62,0,0
PAY1043764,ORD1043764,9/8/2024,Net Banking,Success,110464.88,0,
PAY1043765,ORD1043765,10/9/2024,Cash on Delivery,Success,124611.8,0,
PAY1043766,ORD1043766,,Cash on Delivery,Success,4007.32,,0
PAY1043767,ORD1043767,7/23/2023,Net Banking,Success,907.2,0,0
PAY1043768,ORD1043768,9/20/2025,Cash on Delivery,,,0,0
PAY1043769,ORD1043769,,Debit Card,Success,25624.83,0,0
PAY1043770,ORD1043770,,,Success,6894.2,0,
PAY1043771,ORD1043771,,Cash on Delivery,Success,4612.86,0,0
PAY1043772,ORD1043772,,UPI,Success,730.8,0,0
PAY1043773,ORD1043773,11/21/2023,,,,0,
PAY1043774,ORD1043774,7/6/2024,Cash on Delivery,Not Charged,0,0,0
PAY1043775,ORD1043775,3/22/2024,,Success,15826.39,0,0
PAY1043776,ORD1043776,11/6/2025,Cash on Delivery,Success,243.04,0,0
PAY1043777,ORD1043777,,,Success,14266.98,0,0
PAY1043778,ORD1043778,,Credit Card,Success,110188.89,1652.83,0
PAY1043779,ORD1043779,12/30/2023,Net Banking,,31936.59,0,0
PAY1043780,ORD1043780,7/10/2025,,Success,602.53,0,0
PAY1043781,ORD1043781,,UPI,Success,33196.8,0,0
PAY1043782,ORD1043782,,,Success,,0,0
PAY1043783,ORD1043783,6/23/2024,Debit Card,Success,5409.18,0,0
PAY1043784,ORD1043784,7/18/2024,,Success,5336.73,0,0
PAY1043785,ORD1043785,10/7/2025,,Success,1530.69,0,0
PAY1043786,ORD1043786,11/11/2024,,Success,,513.44,0
PAY1043787,ORD1043787,7/9/2024,,Success,2908.08,43.62,0
PAY1043788,ORD1043788,11/22/2024,Debit Card,Success,29130.15,0,0
PAY1043789,ORD1043789,8/28/2025,,Success,5018.79,0,
PAY1043790,ORD1043790,6/4/2023,,,850.5,12.76,0
PAY1043791,ORD1043791,10/8/2023,UPI,Success,666.86,0,0
PAY1043792,ORD1043792,11/2/2025,,Success,10413.95,0,
PAY1043793,ORD1043793,9/7/2025,Debit Card,Failed,0,0,0
PAY1043794,,6/1/2025,UPI,Success,,0,0
PAY1043795,ORD1043795,,,Success,71767.5,0,0
PAY1043796,ORD1043796,10/3/2025,UPI,Success,7268.94,0,0
PAY1043797,ORD1043797,8/20/2023,,Success,20255.76,0,
PAY1043798,ORD1043798,11/5/2024,Debit Card,Success,,0,
PAY1043799,ORD1043799,9/4/2025,,Success,7014.37,0,0
PAY1043800,ORD1043800,8/6/2023,UPI,Success,2766.43,0,0
,ORD1043801,2/28/2025,,Not Charged,0,0,
PAY1043802,ORD1043802,2/25/2025,,,12377.3,0,0
PAY1043803,ORD1043803,8/26/2024,Debit Card,Failed,0,0,0
PAY1043804,ORD1043804,12/22/2025,,Success,,0,0
PAY1043805,ORD1043805,2/22/2023,,Refunded,1436.4,0,1436.4
PAY1043806,ORD1043806,,Debit Card,,39495.49,0,0
PAY1043807,ORD1043807,8/29/2025,,Success,5033.49,0,0
PAY1043808,ORD1043808,3/4/2024,UPI,Success,600.92,0,0
PAY1043809,ORD1043809,4/27/2023,,,16997.4,0,0
PAY1043810,ORD1043810,6/26/2023,UPI,Failed,0,0,
,ORD1043811,12/26/2025,Cash on Delivery,Success,5587.05,0,0
PAY1043812,ORD1043812,10/26/2023,Wallet,Success,,8.77,
PAY1043813,ORD1043813,2/10/2025,UPI,Refunded,7397.98,,
PAY1043814,ORD1043814,5/23/2025,EMI,Success,39112.5,586.69,
PAY1043815,ORD1043815,12/27/2025,UPI,,48182.93,0,0
PAY1043816,ORD1043816,,Credit Card,Success,4194.75,62.92,
PAY1043817,ORD1043817,11/22/2023,Debit Card,Success,4899.62,0,0
PAY1043818,ORD1043818,2/10/2024,,,14029.05,0,0
PAY1043819,ORD1043819,9/1/2024,,,5716.94,0,0
PAY1043820,ORD1043820,,UPI,Success,8723.92,0,0
,ORD1043821,11/25/2024,UPI,Success,3241.88,0,0
PAY1043822,ORD1043822,9/14/2023,,Success,2604,0,0
PAY1043823,ORD1043823,11/12/2023,Credit Card,Refunded,19059.6,285.89,
PAY1043824,ORD1043824,12/6/2025,Net Banking,Success,3907.37,0,0
PAY1043825,ORD1043825,5/20/2025,,Success,,0,0
PAY1043826,ORD1043826,8/27/2023,,Refunded,1188.18,0,1188.18
PAY1043827,ORD1043827,10/3/2024,,Refunded,19699.47,98.5,19699.47
PAY1043828,ORD1043828,,Cash on Delivery,Success,4986.14,0,0
PAY1043829,ORD1043829,8/6/2025,,Success,35211.96,0,0
PAY1043830,ORD1043830,6/17/2025,,Success,11804.94,177.07,0
PAY1043831,ORD1043831,7/27/2024,,Refunded,203.95,1.02,203.95
PAY1043832,ORD1043832,7/11/2025,Credit Card,Success,10347.75,155.22,0
PAY1043833,ORD1043833,,,Success,29979.6,0,0
PAY1043834,ORD1043834,2/2/2025,,Success,43504.44,652.57,0
,ORD1043835,8/21/2025,,Failed,0,0,0
PAY1043836,ORD1043836,9/18/2025,,Refunded,38639.16,0,38639.16
,ORD1043837,1/23/2025,,,34820.15,0,0
PAY1043838,ORD1043838,4/9/2024,,Success,1622.25,0,
PAY1043839,ORD1043839,9/21/2025,,Success,2520,0,0
PAY1043840,ORD1043840,10/27/2024,Cash on Delivery,Success,4247.78,0,
PAY1043841,ORD1043841,11/30/2024,,Success,26622.96,0,0
PAY1043842,ORD1043842,,,Success,7312.62,0,0
PAY1043843,ORD1043843,9/29/2025,,Success,2585.26,0,0
PAY1043844,ORD1043844,,Debit Card,Success,4646.25,0,0
,ORD1043845,4/5/2023,,Success,1113.84,0,0
,ORD1043846,4/29/2024,Net Banking,Success,1462.65,0,0
PAY1043847,ORD1043847,10/26/2025,Debit Card,Success,2554.49,0,0
PAY1043848,ORD1043848,7/29/2023,Wallet,,16619.82,83.1,
PAY1043849,ORD1043849,,,Success,5118.75,76.78,0
PAY1043850,ORD1043850,12/27/2025,,Success,3496.92,0,0
PAY1043851,ORD1043851,,UPI,Success,13729.96,0,0
PAY1043852,ORD1043852,4/25/2023,Wallet,Success,3298.58,16.49,
PAY1043853,ORD1043853,6/13/2025,Credit Card,Refunded,76547.21,,76547.21
PAY1043854,ORD1043854,12/31/2025,,Refunded,48368.57,0,48368.57
,ORD1043855,11/30/2025,Credit Card,Success,29831.13,447.47,0
PAY1043856,ORD1043856,5/6/2023,,Success,1226.61,18.4,0
PAY1043857,ORD1043857,7/17/2023,Credit Card,,15387.44,230.81,
PAY1043858,ORD1043858,2/21/2024,,Refunded,43794.03,,43794.03
PAY1043859,ORD1043859,1/13/2024,Wallet,Success,136404.24,682.02,0
PAY1043860,,11/17/2025,UPI,,1118.88,0,0
PAY1043861,ORD1043861,9/26/2023,,Success,9309.51,,
PAY1043862,ORD1043862,10/19/2025,,Success,4250.4,0,0
PAY1043863,ORD1043863,12/23/2023,Cash on Delivery,,,0,0
PAY1043864,ORD1043864,9/22/2025,UPI,,1425.38,0,0
PAY1043865,ORD1043865,7/29/2024,EMI,Success,6458.13,96.87,
PAY1043866,ORD1043866,6/8/2024,Wallet,Success,52153.5,260.77,0
PAY1043867,ORD1043867,10/1/2023,Credit Card,Failed,0,0,
PAY1043868,ORD1043868,10/25/2023,,Success,2179.33,0,0
PAY1043869,ORD1043869,9/12/2025,Credit Card,,23710.68,355.66,0
PAY1043870,ORD1043870,2/6/2025,Pay Later,Success,15190.88,0,0
PAY1043871,ORD1043871,11/10/2025,,Success,4987.5,0,0
PAY1043872,ORD1043872,9/27/2023,Cash on Delivery,Not Charged,,0,0
PAY1043873,ORD1043873,,,Success,45171,225.86,0
PAY1043874,ORD1043874,2/18/2024,Gift Card,Success,,0,0
PAY1043875,ORD1043875,10/8/2023,UPI,Success,8417.27,0,
PAY1043876,ORD1043876,,,Success,2173.5,0,
,ORD1043877,11/4/2024,Net Banking,Refunded,957.6,0,957.6
PAY1043878,ORD1043878,8/4/2023,Cash on Delivery,Success,67915.05,0,
PAY1043879,ORD1043879,5/28/2024,Debit Card,Success,13969.15,0,
PAY1043880,ORD1043880,11/11/2025,,Success,,367.18,0
PAY1043881,ORD1043881,,Debit Card,Success,8711.43,0,
PAY1043882,ORD1043882,5/29/2025,Net Banking,Success,3115.56,,0
PAY1043883,ORD1043883,9/2/2024,,Success,269476.2,1347.38,0
,ORD1043884,5/10/2024,Net Banking,Success,14743.47,,0
PAY1043885,ORD1043885,12/3/2025,UPI,Success,24593.62,0,0
PAY1043886,ORD1043886,9/13/2025,Debit Card,Success,,0,
PAY1043887,ORD1043887,11/3/2025,Credit Card,,11868.36,,11868.36
PAY1043888,ORD1043888,11/2/2025,,Failed,0,0,0
PAY1043889,ORD1043889,,Credit Card,Success,12378.14,,0
PAY1043890,ORD1043890,8/10/2025,UPI,,15425.13,0,0
PAY1043891,ORD1043891,6/16/2025,Debit Card,Success,2950.71,0,0
PAY1043892,ORD1043892,9/27/2023,,Not Charged,0,0,0
PAY1043893,ORD1043893,6/21/2023,Wallet,Success,2866.5,14.33,0
PAY1043894,ORD1043894,3/13/2023,Credit Card,Refunded,1015.04,15.23,1015.04
PAY1043895,ORD1043895,,UPI,Success,1923.7,0,0
PAY1043896,ORD1043896,3/11/2025,UPI,,3441.48,0,
PAY1043897,ORD1043897,4/29/2025,,Success,2557.8,,0
PAY1043898,ORD1043898,4/25/2023,Debit Card,Success,,0,0
PAY1043899,ORD1043899,4/26/2023,,Failed,0,0,
PAY1043900,ORD1043900,,Debit Card,Refunded,34114.82,0,34114.82
PAY1043901,ORD1043901,2/3/2024,Gift Card,Success,42376.9,0,
PAY1043902,ORD1043902,10/18/2025,Net Banking,Success,564.1,0,0
PAY1043903,ORD1043903,,,Success,15450.75,0,0
PAY1043904,ORD1043904,2/29/2024,,Success,14943.28,0,0
PAY1043905,ORD1043905,10/27/2023,Wallet,Failed,0,0,0
,ORD1043906,,Cash on Delivery,Success,17555.48,,
PAY1043907,ORD1043907,11/12/2025,,Success,1123.5,0,0
PAY1043908,ORD1043908,12/30/2023,,Success,8324.3,0,0
,ORD1043909,7/9/2025,UPI,Failed,0,0,
PAY1043910,ORD1043910,11/10/2025,,Refunded,84602.54,1269.04,84602.54
PAY1043911,ORD1043911,8/1/2023,,Success,,0,0
PAY1043912,ORD1043912,7/24/2025,Cash on Delivery,Success,14220.78,0,0
PAY1043913,ORD1043913,11/14/2024,,,32405.84,0,0
PAY1043914,ORD1043914,4/21/2025,EMI,Success,5115.6,76.73,
PAY1043915,ORD1043915,5/20/2024,UPI,Success,4239.38,0,0
PAY1043916,ORD1043916,,Debit Card,Success,5690.16,,0
PAY1043917,,,,Success,9356.55,140.35,0
PAY1043918,ORD1043918,10/17/2025,Net Banking,Success,,0,0
PAY1043919,ORD1043919,4/10/2023,Cash on Delivery,Success,1631.7,0,0
PAY1043920,ORD1043920,11/16/2025,UPI,,30908.27,0,0
PAY1043921,ORD1043921,10/16/2023,UPI,Success,,0,
PAY1043922,ORD1043922,,Cash on Delivery,Success,,0,0
PAY1043923,ORD1043923,9/22/2023,UPI,Refunded,8637.51,0,8637.51
,ORD1043924,8/25/2025,,,27604.29,0,0
PAY1043925,ORD1043925,,,Success,,754.62,0
PAY1043926,ORD1043926,,,Success,3417.75,0,0
PAY1043927,ORD1043927,7/23/2023,,Success,20975.69,,
PAY1043928,ORD1043928,,Credit Card,Success,4252.5,63.79,0
PAY1043929,ORD1043929,,Wallet,Success,1735.65,8.68,
PAY1043930,ORD1043930,11/21/2025,UPI,Failed,0,0,0
PAY1043931,ORD1043931,4/4/2025,,Success,53578.04,0,0
PAY1043932,ORD1043932,7/16/2023,Wallet,Success,716.62,3.58,0
PAY1043933,ORD1043933,,Debit Card,Refunded,67417.14,0,67417.14
PAY1043934,ORD1043934,5/8/2025,UPI,Success,20277.18,0,0
PAY1043935,ORD1043935,1/18/2024,Net Banking,Success,282439.5,0,
PAY1043936,ORD1043936,12/9/2025,Debit Card,Success,256393.2,0,0
PAY1043937,ORD1043937,12/15/2025,,Refunded,115759.88,0,115759.88
PAY1043938,ORD1043938,8/17/2025,,Success,2745.7,41.19,0
PAY1043939,ORD1043939,9/8/2025,Wallet,Success,2425.5,12.13,0
PAY1043940,ORD1043940,11/11/2023,Debit Card,Success,7103.25,0,0
PAY1043941,ORD1043941,3/24/2024,Net Banking,Failed,0,0,0
,ORD1043942,11/10/2023,,Success,63891.24,958.37,0
,ORD1043943,3/27/2024,UPI,Success,34000.05,0,
PAY1043944,ORD1043944,4/29/2023,Credit Card,Success,41394.15,620.91,
,ORD1043945,12/18/2024,UPI,Success,,0,0
PAY1043946,ORD1043946,12/13/2025,Cash on Delivery,Success,8760.36,,0
PAY1043947,ORD1043947,4/23/2023,,Success,2268,0,0
PAY1043948,ORD1043948,12/3/2024,Credit Card,Success,13854.64,,0
PAY1043949,ORD1043949,11/22/2025,,Success,19301.1,0,0
PAY1043950,ORD1043950,4/18/2023,Wallet,Success,19750.5,98.75,0
PAY1043951,ORD1043951,12/25/2025,UPI,Success,54664.63,0,0
PAY1043952,ORD1043952,7/30/2025,,,70569.87,0,0
PAY1043953,ORD1043953,8/5/2023,Cash on Delivery,Success,12904.5,0,
PAY1043954,ORD1043954,12/10/2024,,,,0,0
PAY1043955,ORD1043955,9/15/2024,Cash on Delivery,Success,15141,0,0
PAY1043956,ORD1043956,4/15/2023,Credit Card,Success,,45.37,0
PAY1043957,ORD1043957,11/12/2024,Cash on Delivery,Success,544,0,
PAY1043958,ORD1043958,,,,66483.06,997.25,66483.06
PAY1043959,ORD1043959,12/2/2024,UPI,Success,4482.29,,0
,ORD1043960,,,Refunded,,0,13151.41
PAY1043961,ORD1043961,,Wallet,Success,,16.33,0
PAY1043962,ORD1043962,9/3/2025,,Success,4910.38,0,
PAY1043963,ORD1043963,12/25/2024,,Success,19948.53,0,
PAY1043964,ORD1043964,12/5/2025,,Success,1822.8,0,
PAY1043965,ORD1043965,11/27/2025,,Failed,0,0,0
PAY1043966,ORD1043966,,,Success,10745.91,0,0
PAY1043967,ORD1043967,,,Success,723.98,,0
PAY1043968,ORD1043968,2/26/2025,,Refunded,213360,3200.4,
PAY1043969,ORD1043969,11/22/2025,Debit Card,Success,,0,0
PAY1043970,ORD1043970,,Credit Card,Success,4767,71.5,0
PAY1043971,ORD1043971,,,Success,8081.96,121.23,0
PAY1043972,ORD1043972,5/27/2025,Credit Card,,25768.26,386.52,0
PAY1043973,ORD1043973,9/29/2025,,Success,8526.47,0,0
PAY1043974,ORD1043974,6/25/2023,,Success,13512.56,0,0
PAY1043975,ORD1043975,7/12/2024,Cash on Delivery,Success,6096.88,0,0
PAY1043976,ORD1043976,3/11/2023,,Success,6519.24,0,0
PAY1043977,ORD1043977,3/20/2023,Debit Card,Success,,0,
PAY1043978,ORD1043978,6/12/2025,Cash on Delivery,Success,97093.5,0,
PAY1043979,ORD1043979,6/12/2025,,Success,30402.75,0,0
PAY1043980,ORD1043980,8/27/2023,Cash on Delivery,Success,44276.72,0,
PAY1043981,,7/18/2025,Net Banking,Success,24255,0,0
PAY1043982,ORD1043982,,Pay Later,Failed,0,0,0
,ORD1043983,4/27/2025,,Refunded,,0,8224.02
PAY1043984,ORD1043984,8/20/2023,Pay Later,Success,20685,0,0
PAY1043985,ORD1043985,,UPI,Success,3099.6,0,0
PAY1043986,ORD1043986,2/14/2025,Credit Card,,23934.01,359.01,23934.01
PAY1043987,ORD1043987,12/14/2024,Cash on Delivery,Success,8213.68,0,0
,ORD1043988,,,Success,106517.67,0,0
PAY1043989,ORD1043989,5/24/2025,Cash on Delivery,Success,1305.36,0,0
PAY1043990,ORD1043990,11/10/2023,Credit Card,Success,2552.87,38.29,0
PAY1043991,ORD1043991,9/23/2023,,,21224.6,0,0
,ORD1043992,12/10/2024,,Success,223180.96,0,
PAY1043993,ORD1043993,8/10/2025,Credit Card,Success,8782.2,131.73,0
PAY1043994,ORD1043994,5/1/2023,,Success,8286.7,0,0
PAY1043995,ORD1043995,4/30/2023,,Success,142813.39,0,0
PAY1043996,ORD1043996,11/16/2023,Credit Card,Success,2799.93,42,
,ORD1043997,2/7/2025,UPI,Success,,0,
PAY1043998,ORD1043998,1/24/2025,UPI,Success,64113.16,,0
PAY1043999,ORD1043999,,Wallet,,89216.72,446.08,0
PAY1044000,ORD1044000,12/22/2025,UPI,Success,20245.89,0,0
PAY1044001,ORD1044001,11/3/2024,UPI,Refunded,,0,1236.9
PAY1044002,ORD1044002,5/17/2025,,Refunded,4389.63,0,4389.63
PAY1044003,ORD1044003,,UPI,Success,,0,0
PAY1044004,ORD1044004,2/4/2025,,Success,,66.28,0
PAY1044005,ORD1044005,2/4/2024,,Success,,0,0
PAY1044006,ORD1044006,1/8/2025,Net Banking,Success,,0,0
PAY1044007,ORD1044007,9/17/2024,Cash on Delivery,Success,7066.5,0,
PAY1044008,ORD1044008,1/1/2024,Gift Card,Success,550.62,0,0
PAY1044009,ORD1044009,12/19/2025,Credit Card,Success,28501.83,427.53,
,ORD1044010,,Cardless EMI,Failed,0,0,0
PAY1044011,ORD1044011,6/10/2023,Cash on Delivery,Not Charged,0,0,0
PAY1044012,ORD1044012,10/19/2025,Debit Card,Failed,,0,0
PAY1044013,ORD1044013,10/26/2025,,Success,13311.27,0,0
PAY1044014,ORD1044014,12/9/2025,Cash on Delivery,Success,9564.98,0,
PAY1044015,ORD1044015,12/3/2025,Debit Card,Success,4391.1,,0
PAY1044016,ORD1044016,,UPI,Refunded,14287.14,0,14287.14
,ORD1044017,12/31/2025,,Success,31298.4,0,0
PAY1044018,ORD1044018,10/17/2024,,Success,3811.5,0,0
PAY1044019,ORD1044019,12/26/2025,,Success,9097.2,0,0
PAY1044020,ORD1044020,,,Success,,53.34,0
PAY1044021,ORD1044021,9/2/2025,Pay Later,Refunded,3558.66,0,3558.66
PAY1044022,ORD1044022,10/31/2024,,Success,54773.88,0,
PAY1044023,ORD1044023,6/14/2025,,Failed,0,0,0
PAY1044024,ORD1044024,11/2/2024,,Success,34959.91,0,0
PAY1044025,ORD1044025,9/14/2025,Debit Card,Success,17974.58,0,0
PAY1044026,ORD1044026,8/24/2024,Debit Card,Success,73501.05,0,
,ORD1044027,1/8/2023,Debit Card,Success,59732.82,0,0
PAY1044028,ORD1044028,,,Refunded,3418.38,0,
PAY1044029,ORD1044029,11/10/2025,,Success,648.38,0,
PAY1044030,ORD1044030,12/24/2024,,Success,302179.5,0,0
PAY1044031,ORD1044031,,Debit Card,Success,,0,0
PAY1044032,ORD1044032,9/8/2023,UPI,Success,1472.62,0,0
PAY1044033,ORD1044033,8/29/2025,UPI,Success,19519.4,0,
PAY1044034,,,EMI,Success,2944.62,44.17,0
PAY1044035,ORD1044035,,UPI,Success,3197.25,0,0
,ORD1044036,5/14/2025,Credit Card,Success,,267.38,
PAY1044037,ORD1044037,12/20/2024,Debit Card,Success,19989.9,0,0
PAY1044038,ORD1044038,11/16/2025,,,2541,12.7,
PAY1044039,,,Credit Card,Failed,0,0,
PAY1044040,ORD1044040,12/8/2023,,Success,5968.2,0,0
PAY1044041,ORD1044041,12/18/2023,,Failed,0,0,0
PAY1044042,ORD1044042,12/31/2025,,Success,9987.55,0,0
PAY1044043,ORD1044043,11/5/2023,UPI,Success,1292.81,0,0
PAY1044044,ORD1044044,,UPI,Success,5641.65,0,0
PAY1044045,ORD1044045,2/6/2024,,,,97.86,6523.86
PAY1044046,ORD1044046,,,Success,93940.14,0,0
,ORD1044047,11/13/2023,UPI,Success,5055.02,0,0
PAY1044048,ORD1044048,11/24/2025,Credit Card,Success,7502.04,112.53,0
PAY1044049,ORD1044049,4/22/2024,UPI,Success,613.72,0,0
PAY1044050,ORD1044050,5/20/2023,UPI,Success,13886.04,0,0
PAY1044051,ORD1044051,11/23/2023,Wallet,Refunded,4305,21.52,
PAY1044052,ORD1044052,,,,65980.64,0,0
PAY1044053,ORD1044053,4/13/2025,Cash on Delivery,Success,144525.26,0,0
PAY1044054,ORD1044054,8/8/2024,Net Banking,,33405.75,0,0
PAY1044055,ORD1044055,2/20/2025,Cash on Delivery,Success,178534.12,0,0
PAY1044056,ORD1044056,11/1/2024,UPI,,118928.25,0,0
PAY1044057,ORD1044057,3/19/2024,Cash on Delivery,Not Charged,0,0,0
PAY1044058,ORD1044058,,Cash on Delivery,Not Charged,0,,0
PAY1044059,ORD1044059,11/1/2024,,Success,4183.83,0,0
PAY1044060,ORD1044060,,,Not Charged,0,0,0
PAY1044061,ORD1044061,12/2/2023,Net Banking,Success,9521.3,0,0
PAY1044062,ORD1044062,12/25/2025,Net Banking,Refunded,1893.78,0,
PAY1044063,ORD1044063,10/3/2023,,Success,739.2,0,0
PAY1044064,ORD1044064,,,Success,27696.27,415.44,0
PAY1044065,ORD1044065,11/11/2024,,Success,633.15,0,0
PAY1044066,ORD1044066,1/28/2023,UPI,Success,10631.25,0,0
PAY1044067,ORD1044067,6/6/2024,Cash on Delivery,Success,31791.06,0,0
PAY1044068,ORD1044068,1/17/2024,Net Banking,Refunded,21007.35,,21007.35
PAY1044069,ORD1044069,11/16/2023,Net Banking,Failed,0,0,0
PAY1044070,ORD1044070,,,Success,6924.33,,
PAY1044071,ORD1044071,3/30/2024,Debit Card,Success,5720.4,0,0
PAY1044072,ORD1044072,7/11/2023,Cash on Delivery,,477.4,0,0
PAY1044073,ORD1044073,10/12/2023,,Refunded,4384.8,0,
PAY1044074,ORD1044074,,,Not Charged,0,0,0
PAY1044075,ORD1044075,,Debit Card,,8871.45,0,
,ORD1044076,7/6/2024,Credit Card,Success,,94.26,0
PAY1044077,ORD1044077,,,Success,3359.95,0,0
PAY1044078,ORD1044078,10/30/2025,UPI,,8040.9,0,8040.9
PAY1044079,ORD1044079,6/19/2024,,Not Charged,,0,0
PAY1044080,ORD1044080,1/18/2025,,Success,2365.12,0,0
,ORD1044081,,,Success,,0,0
PAY1044082,ORD1044082,11/22/2025,,Success,11816.7,0,0
,ORD1044083,8/9/2025,,Success,480.2,0,
PAY1044084,ORD1044084,9/4/2025,Cash on Delivery,,6266.61,0,0
PAY1044085,ORD1044085,5/11/2023,,Success,,162.54,0
PAY1044086,ORD1044086,12/5/2025,Net Banking,,,0,0
,ORD1044087,,UPI,Success,740.88,0,0
PAY1044088,ORD1044088,6/18/2023,,Refunded,5228.79,26.14,5228.79
PAY1044089,ORD1044089,7/27/2023,Wallet,Success,26940.69,134.7,0
,ORD1044090,3/18/2024,,Success,,42.05,
PAY1044091,ORD1044091,7/12/2025,,Success,5274.78,,0
PAY1044092,ORD1044092,7/27/2025,Cash on Delivery,Success,168299.78,0,0
PAY1044093,ORD1044093,,,Success,3788.82,0,0
PAY1044094,ORD1044094,3/9/2024,Wallet,Success,21189.94,105.95,0
PAY1044095,ORD1044095,9/30/2024,UPI,Success,61661.25,0,0
PAY1044096,ORD1044096,7/6/2025,Wallet,Refunded,16562.23,82.81,16562.23
PAY1044097,ORD1044097,9/24/2025,,Success,39920.58,0,0
PAY1044098,ORD1044098,6/23/2025,UPI,Success,1675.8,0,
PAY1044099,ORD1044099,12/7/2023,UPI,Success,248925.18,0,0
PAY1044100,ORD1044100,,Debit Card,,2202.48,0,0
PAY1044101,ORD1044101,6/15/2024,,Success,5857.79,0,
PAY1044102,ORD1044102,10/17/2025,Credit Card,Refunded,3323.57,49.85,3323.57
PAY1044103,ORD1044103,10/20/2024,,Success,71824.2,0,0
PAY1044104,ORD1044104,7/7/2025,Debit Card,Success,,0,0
PAY1044105,ORD1044105,,Debit Card,Success,5659.5,0,0
PAY1044106,ORD1044106,4/23/2023,,Success,2068.5,0,0
PAY1044107,ORD1044107,5/26/2024,Debit Card,Refunded,6438.6,0,6438.6
PAY1044108,ORD1044108,11/3/2024,Wallet,,0,0,0
PAY1044109,ORD1044109,6/18/2023,,Success,3373.65,0,0
PAY1044110,ORD1044110,5/13/2024,UPI,Success,9406.95,0,0
PAY1044111,ORD1044111,2/20/2024,Debit Card,Refunded,14015.92,0,14015.92
,ORD1044112,4/16/2025,,Success,7125.93,0,0
PAY1044113,ORD1044113,1/6/2024,UPI,Success,,0,
PAY1044114,ORD1044114,5/5/2024,Cash on Delivery,,5894.81,0,0
PAY1044115,ORD1044115,8/10/2025,Debit Card,Success,,0,
PAY1044116,ORD1044116,12/31/2025,,Success,277.38,4.16,0
PAY1044117,ORD1044117,,Credit Card,Refunded,827.14,12.41,827.14
PAY1044118,ORD1044118,12/12/2025,UPI,Success,8865.2,,0
PAY1044119,ORD1044119,9/5/2023,,Success,,0,0
PAY1044120,ORD1044120,12/27/2025,,Success,1755.81,0,0
PAY1044121,ORD1044121,4/17/2023,,Failed,0,0,0
PAY1044122,ORD1044122,12/31/2025,Wallet,Success,34308.33,171.54,0
PAY1044123,ORD1044123,8/14/2023,,Success,,4115.63,0
PAY1044124,ORD1044124,10/13/2025,UPI,Success,163023,0,0
PAY1044125,ORD1044125,2/18/2024,Net Banking,Success,861,0,0
PAY1044126,ORD1044126,,,Failed,0,0,0
PAY1044127,ORD1044127,7/28/2024,Debit Card,Refunded,7982.42,0,7982.42
PAY1044128,,,,Success,23316.09,,0
,ORD1044129,12/16/2025,UPI,,50488.2,0,0
PAY1044130,ORD1044130,11/10/2024,Net Banking,Success,35080.08,0,
PAY1044131,ORD1044131,9/21/2024,Cash on Delivery,Success,19646.81,0,0
PAY1044132,ORD1044132,2/24/2025,,Success,8514.14,0,0
PAY1044133,ORD1044133,4/25/2023,,Failed,0,,0
PAY1044134,ORD1044134,8/29/2025,,Success,,0,0
PAY1044135,ORD1044135,9/8/2023,,Success,132348.09,1985.22,0
PAY1044136,ORD1044136,,Credit Card,Refunded,9090.48,,9090.48
,ORD1044137,3/29/2025,Net Banking,Success,16606.49,0,
PAY1044138,ORD1044138,4/18/2024,,Success,15789.38,236.84,0
